Name,RMM,pKa_donor,pKa_acceptor,fu,log10(human inferred CLh_int [L/s]),logD74
mol6093,4.14E+02,1.870157812,5.223235638,0.356779611,-1.9870737,-0.662576555
mol6094,3.76E+02,6.389547768,1.732712972,0.840792966,-0.318939105,0.607180513
mol6095,6.18E+02,0.175231921,8.539734012,0.048756118,-1.26795457,-1.663556456
mol6096,4.37E+02,11.23349811,9.596217582,0.946438192,-2.266122752,2.325936893
mol6097,4.91E+02,1.59480178,7.618227914,0.744536311,-3.01998586,-0.055455617
mol6098,1.69E+02,13.44624411,9.855485927,0.983974295,-0.891648929,-0.618535554
mol6099,3.35E+02,3.261808575,8.815402173,0.079187025,0.064201238,-0.075064878
mol6100,1.24E+02,12.46353736,1.808700194,0.890477437,-1.803321317,-1.285996511
mol6101,3.48E+02,2.686828489,8.875525177,0.948858855,-2.710675798,-2.765635131
mol6102,2.99E+02,12.77663644,7.266937351,0.465217336,0.020152322,0.191432584
mol6103,1.45E+03,9.24674288,7.75756789,0.014394084,-1.675453469,3.796857047
mol6104,3.23E+02,9.204300247,1.443836295,0.033096082,-1.319766891,1.841583382
mol6105,3.07E+02,11.28412646,7.309894993,0.544727818,0.149305157,2.117260534
mol6106,4.19E+02,12.58958254,9.513173789,0.996636189,0.379554695,-0.233076338
mol6107,7.24E+02,0.972362985,0.233943596,0.017731179,-0.918165983,-0.1536813
mol6108,3.58E+02,12.17385898,2.027745338,0.248866723,-1.02091101,0.975616379
mol6109,3.80E+02,6.615732027,4.655053205,0.178925381,-2.889867959,0.44297144
mol6110,3.84E+02,1.460215601,6.666347005,0.219347717,-1.89668145,-0.349339901
mol6111,5.77E+02,12.61262014,9.979745549,0.213444413,-1.413468566,1.716570478
mol6112,3.72E+02,7.719542424,7.000855128,0.39327273,-0.756752261,0.273082108
mol6113,2.03E+02,13.8043282,8.370128274,0.809061493,0.194222437,0.965435998
mol6114,1.88E+03,4.504463804,3.389675933,0.021373014,-1.235085111,-1.773713262
mol6115,3.42E+02,5.872893704,6.902281057,0.18463244,-0.921294588,3.855181548
mol6116,3.78E+02,13.40921118,8.614858096,0.065407859,-0.606218861,2.544865785
mol6117,4.08E+02,13.59056726,3.908027718,0.259566047,-1.895864319,1.304798821
mol6118,2.66E+02,9.785316835,0.209653204,0.016099455,2.933925735,1.728795278
mol6119,2.68E+02,11.22204526,2.597684541,0.397532918,-1.399138821,1.693310952
mol6120,1.56E+02,0.125919555,9.440374056,0.506331012,-1.678960794,-2.763526716
mol6121,4.43E+02,2.304577211,1.519694026,0.017046957,-2.615934847,-0.569690076
mol6122,3.60E+02,13.60595181,7.302978381,0.13059238,-0.054318897,3.219016055
mol6123,3.96E+02,13.02211265,0.756574107,0.004630785,0.925538526,2.797935771
mol6124,1.14E+03,13.30422375,11.54663006,0.329937305,-1.947017566,4.11648845
mol6125,1.96E+02,5.774085834,1.527452157,0.123156461,-0.307545221,-0.972341272
mol6126,4.08E+02,13.92613409,7.160043705,0.251897371,1.370832818,7.201089425
mol6127,4.01E+02,12.14293606,0.406153717,0.044463811,-0.37433583,1.379032282
mol6128,5.82E+02,10.40723329,8.815194204,0.776981888,0.409624028,-0.829659057
mol6129,2.57E+02,1.801407667,7.456614443,0.34516156,-0.298734777,-0.554927578
mol6130,3.72E+02,4.898700462,0.777594956,0.861869554,-3.303701191,0.454599387
mol6131,2.76E+02,13.26713415,1.009778129,0.399124733,-1.434120483,1.586824201
mol6132,3.09E+02,13.51520601,0.567838369,0.610970607,-1.60239018,3.766574932
mol6133,4.84E+02,10.16375877,2.495217862,0.157274417,-0.712870305,4.537395805
mol6134,5.34E+02,9.64057834,5.387442236,0.956165095,-2.146532732,-0.752056439
mol6135,8.76E+02,11.79879187,1.133903413,0.005433224,-2.339884149,5.473757345
mol6136,3.84E+02,13.12476874,2.529849163,0.861116311,-1.406791207,-0.243608363
mol6137,5.91E+02,4.795838434,1.78231019,0.138809539,-1.017487428,3.594058674
mol6138,2.82E+02,7.16413405,6.627529892,0.187742298,1.696409059,2.92703665
mol6139,3.22E+02,13.67202936,7.59983221,0.174922583,2.930168524,4.571095972
mol6140,2.97E+02,13.48792337,9.970836616,0.531066079,-0.584946242,2.384150691
mol6141,3.05E+02,13.9524963,0.868195485,0.811455925,1.293841644,2.617262066
mol6142,2.37E+02,6.515067824,5.470968674,0.98095704,-2.50247811,-2.256951146
mol6143,5.00E+02,10.34660056,0.163625094,0.083775449,-1.154863655,4.843386948
mol6144,5.44E+02,13.11089678,8.56338377,0.021557884,2.8785807,4.161184227
mol6145,1.74E+02,1.319709644,7.281673077,0.931977078,-0.690946726,-1.742847835
mol6146,6.26E+02,5.898493788,4.904514869,0.430960539,-2.014356448,-0.564100587
mol6147,3.13E+02,3.66790586,2.801586703,0.070228008,-2.560013301,-0.252139552
mol6148,1.85E+02,13.75708579,8.187254357,0.862532184,-1.580010703,0.151821077
mol6149,2.93E+02,10.22718424,8.271964572,0.984771142,-1.994934863,-1.88032656
mol6150,6.77E+02,5.395676803,7.167653409,0.059523555,-1.89755501,1.32401574
mol6151,3.92E+02,12.30856182,1.522515951,0.150247096,-1.6199637,-0.505167317
mol6152,4.09E+02,8.049292994,9.044795365,0.111502852,-1.691769492,-0.347903766
mol6153,3.13E+02,2.810906044,0.934382949,0.058072202,-1.650158642,-1.059486736
mol6154,3.41E+02,3.844160202,2.250870886,0.313954632,-1.304073455,1.242939894
mol6155,1.96E+02,11.30954165,2.89732674,0.469614266,-0.097433329,1.264853205
mol6156,3.71E+02,3.022683173,7.941549453,0.114464626,-0.205255184,2.697977988
mol6157,3.31E+02,10.45673475,6.530563406,0.862500299,-2.718888077,1.04037366
mol6158,3.25E+02,12.17346313,3.292903465,0.980485536,-1.854877306,1.325814525
mol6159,3.47E+02,0.39580513,0.001255116,0.059958736,-2.446962098,1.230174322
mol6160,2.71E+02,13.09839483,9.593288468,0.552768306,-1.739934176,2.558935823
mol6161,2.21E+02,11.69061761,10.38165446,0.878559898,-0.915656595,-1.22826195
mol6162,2.94E+02,1.721920651,0.32808354,0.024244613,-2.382126029,1.687088985
mol6163,2.87E+02,1.240730896,5.781563956,0.430678894,-2.920723036,-1.154780712
mol6164,3.97E+02,9.98007226,5.923651632,0.044094604,0.187175237,3.319545522
mol6165,3.17E+02,3.744166992,0.029570413,0.508025029,-2.850014101,-1.041745799
mol6166,1.14E+03,4.920845451,9.57097245,0.072244994,-0.472151336,-0.860639499
mol6167,4.98E+02,9.780852705,8.871848825,0.022325975,-1.423620255,3.171387963
mol6168,2.85E+02,3.294812578,0.345198999,0.040902954,-2.151784036,1.492524443
mol6169,3.28E+02,1.5249136,4.755477122,0.422983401,-1.784054225,-2.431523383
mol6170,2.36E+02,8.297199749,1.941366611,0.161365788,-1.648557118,-1.426207541
mol6171,4.50E+02,5.108802716,0.323338249,0.979317748,-3.307322771,-2.220419811
mol6172,3.50E+02,3.245391409,0.570616058,0.300875561,0.868031197,-0.646679572
mol6173,5.04E+02,12.47449643,7.618773804,0.192741008,-0.316662652,4.605472638
mol6174,2.28E+02,13.02291237,7.601680032,0.691500412,-3.275633771,-2.060735122
mol6175,3.86E+02,1.938916241,2.408655289,0.416778228,-1.515872735,1.140348812
mol6176,1.59E+03,3.117382993,4.400290308,0.093406427,1.017466178,6.703355824
mol6177,8.61E+02,2.17064223,0.574426238,0.127838619,2.521625078,1.282624779
mol6178,2.71E+02,6.051022761,0.42587907,0.296012575,-2.56043259,0.659344992
mol6179,5.01E+02,12.70885106,8.61894668,0.8550117,-0.124562688,0.513943636
mol6180,4.83E+02,10.89814615,0.151940834,0.81219222,-1.595357594,-1.283750964
mol6181,3.37E+02,13.92247371,2.037498741,0.043806228,-1.034661188,1.879580446
mol6182,2.23E+02,12.81263221,1.293633296,0.119567523,1.119188487,-0.306360521
mol6183,1.88E+02,12.55028624,0.322615355,0.988454706,-1.32529273,-0.321993543
mol6184,2.88E+02,13.32578535,5.78947134,0.270075824,-0.497828909,3.810039238
mol6185,6.57E+02,4.731054358,0.291836694,0.10667127,-1.740371941,1.19162586
mol6186,1.16E+03,1.875460047,1.427530209,0.015016385,-1.856788237,-0.89938213
mol6187,4.56E+02,1.393044267,0.246181264,0.02368071,-0.767170525,1.982936997
mol6188,4.17E+02,2.085716947,0.387145917,0.253872169,-2.710535775,0.084406484
mol6189,7.17E+02,13.11329609,10.21795645,0.015084227,-0.795896595,2.425503927
mol6190,2.63E+02,13.0171933,7.978087171,0.030959586,0.347660486,4.600444961
mol6191,2.81E+02,9.71671112,8.028635369,0.084194536,2.766451646,-1.23477669
mol6192,4.31E+02,3.588218506,4.760598604,0.029580798,-1.777068494,2.942536792
mol6193,8.05E+02,7.412976474,2.484976521,0.032647276,-0.076188958,3.785096163
mol6194,3.16E+02,11.83751781,4.686737809,0.998372275,-4.058744754,-2.685435968
mol6195,2.48E+02,2.854640904,1.0106783,0.528123609,-2.23270344,-0.499219728
mol6196,3.88E+02,9.363774683,6.849857571,0.087782629,-2.396850715,2.52650494
mol6197,1.79E+02,13.78685931,0.546593793,0.068144184,-0.659608118,2.145413898
mol6198,8.82E+02,11.39431676,11.88468381,0.643937075,-0.397250826,0.026588494
mol6199,3.82E+02,13.84783014,1.525120417,0.103904139,0.627915252,4.049261289
mol6200,3.55E+02,4.683605836,9.3277558,0.020668627,-0.484751077,0.508898449
mol6201,3.62E+02,12.60146952,8.833195798,0.073504959,-1.022475333,1.561715099
mol6202,1.80E+02,12.78812518,10.67555873,0.593678946,-0.754140849,-0.910488314
mol6203,2.79E+02,12.54477763,6.726139151,0.159192946,-1.691399592,-1.867235958
mol6204,3.07E+02,10.75780071,4.435048732,0.012088776,0.765283834,4.335063731
mol6205,4.21E+02,2.424011486,1.44515508,0.957278536,-2.204878385,-2.469218002
mol6206,2.61E+02,13.08779817,9.222956102,0.992745976,-2.236550175,0.580211332
mol6207,4.01E+02,4.387183627,0.978410943,0.136669861,2.8892387,2.187354087
mol6208,4.78E+02,13.42759973,10.97207585,0.361803949,-0.958552009,3.226135374
mol6209,3.52E+02,13.18651558,11.47776425,0.737055728,-0.827888513,2.12410227
mol6210,3.28E+02,2.574133597,0.078416544,0.114465205,-1.575043716,2.373159519
mol6211,3.85E+02,12.6599235,0.489808652,0.960991832,0.438474818,1.869944807
mol6212,3.04E+02,6.526745268,9.366582794,0.965704333,-1.708857002,-1.902995707
mol6213,2.95E+02,13.21211161,5.706818707,0.987900184,-1.721512601,-0.551467782
mol6214,4.41E+02,3.932953893,2.912846504,0.084671176,-1.992670841,1.882365669
mol6215,2.55E+02,12.4096141,4.257408248,0.175504655,0.124308382,2.453210476
mol6216,2.21E+02,3.356720268,5.797912226,0.587775578,-0.47359063,0.136813969
mol6217,8.69E+02,7.653474543,3.523058443,0.862827872,-0.697539855,0.88963665
mol6218,8.22E+02,3.592523807,10.36024968,0.006301994,-1.423605167,1.800831026
mol6219,3.21E+02,11.16285861,1.901895279,0.938486686,-2.013027956,0.318152669
mol6220,1.86E+02,8.968949904,8.729096625,0.202708386,1.909169894,0.723553412
mol6221,4.43E+02,7.043475663,6.435832427,0.107486851,-1.644473266,0.068239791
mol6222,3.84E+02,12.85673366,1.465555637,0.103489579,-2.359987794,0.591599081
mol6223,1.78E+03,10.66385763,1.91266949,0.096029116,-1.022771947,1.22713311
mol6224,3.76E+02,12.16443671,6.089201489,0.719105723,-0.955011379,3.100456586
mol6225,5.90E+02,11.91703647,0.644572587,0.039858444,0.106437867,3.06782179
mol6226,5.20E+02,6.054945916,8.068370307,0.031100101,-1.938258881,1.266983699
mol6227,5.86E+02,10.22330975,0.668839618,0.001790693,-0.247186078,1.458105564
mol6228,2.75E+02,12.00234041,8.613655293,0.102473386,-0.979737881,1.528066487
mol6229,2.00E+02,11.77232303,11.01089837,0.216516907,-2.516714852,-0.685245183
mol6230,3.87E+02,10.15205716,3.568478519,0.022291616,2.906466741,2.459655182
mol6231,7.20E+02,0.408483648,4.381157489,0.049097507,-3.523708797,2.713542724
mol6232,3.04E+02,4.446143004,9.609837041,0.020399005,0.580427608,2.071887762
mol6233,3.17E+02,12.95961336,11.45812974,0.487474601,2.930325576,3.424222054
mol6234,2.91E+02,5.216049813,1.844386226,0.047773108,-1.874920376,3.004050211
mol6235,4.87E+02,13.24172098,2.496979349,0.007401483,-2.147878793,5.157931577
mol6236,2.23E+02,11.66722909,3.017478738,0.006705095,2.608226708,8.62087756
mol6237,3.14E+02,13.11894546,11.0552765,0.997680075,-1.333239084,-1.38229234
mol6238,3.07E+02,3.991969536,0.980513509,0.985064173,-2.161576926,-1.327899435
mol6239,2.81E+02,10.0363032,7.31931199,0.234769096,-0.373692839,2.324098807
mol6240,4.62E+02,9.33021276,0.374829976,0.051003835,-0.731963421,2.485380062
mol6241,3.83E+02,6.471175302,8.130476724,0.413254189,-2.172259276,2.790029986
mol6242,2.22E+02,6.070709968,9.591214088,0.966794069,-1.124024441,-2.772887568
mol6243,3.79E+02,13.9527363,9.518153379,0.099361353,-1.023116335,2.397315732
mol6244,5.10E+02,12.20552039,2.829331214,0.199999925,-1.84607128,2.387984928
mol6245,2.59E+02,13.25317549,7.61662539,0.075912786,-1.100581599,0.801349197
mol6246,2.55E+02,11.51420908,1.627498534,0.768668985,-1.556670978,2.283111084
mol6247,2.94E+02,9.783377268,0.345603302,0.061009208,-1.328270929,3.456515027
mol6248,1.09E+03,2.200015535,7.956141302,0.621489415,-2.743159845,1.98006699
mol6249,1.93E+02,13.15162987,7.365281833,0.975402833,-0.884311965,1.679615028
mol6250,2.00E+02,12.17327877,7.935564667,0.934864784,-0.357282935,1.142729743
mol6251,1.89E+03,7.68727697,1.407703789,0.032662925,-0.609811698,0.588720653
mol6252,7.35E+02,0.241142904,0.176998651,0.007087138,2.909569136,2.820774679
mol6253,2.03E+02,13.75493516,8.396021729,0.368711658,2.729147174,1.830018589
mol6254,3.77E+02,12.90556731,2.319009506,0.183383257,-1.526531784,2.994743649
mol6255,2.18E+02,2.713187196,6.735942931,0.615108154,1.29607424,0.516890355
mol6256,2.85E+02,6.197983275,0.846973784,0.150531749,-1.607452965,1.530719949
mol6257,7.34E+02,9.962219471,2.323950284,0.40580445,-1.093874597,3.478386487
mol6258,3.84E+02,13.28168963,7.253239704,0.152520335,-2.021005566,3.098881141
mol6259,3.52E+02,13.3009024,8.954601232,0.210018451,2.504444081,0.417183933
mol6260,7.79E+02,2.957708065,2.765594656,0.025952513,-1.048129244,0.596803371
mol6261,3.30E+02,0.456484141,2.668259713,0.09191706,-2.992361955,-1.148048516
mol6262,4.32E+02,6.524849419,0.591698308,0.071812944,-0.552092238,2.480038619
mol6263,3.28E+02,3.580887881,1.198866186,0.347677621,-0.489358043,-0.747568813
mol6264,1.91E+02,5.297270568,0.843694861,0.51507864,-1.426940185,-1.374608752
mol6265,5.95E+02,3.385106705,0.48483411,0.197321963,0.115214642,0.429248407
mol6266,7.31E+02,2.421351274,0.053199428,0.984001045,-2.317738567,0.25546078
mol6267,3.87E+02,5.38172949,1.304055123,0.088762312,-2.238433414,1.584542334
mol6268,3.25E+02,13.47182712,5.125581856,0.021339823,2.75780656,4.252566334
mol6269,3.51E+02,1.738385998,3.761027104,0.707352303,-1.964139923,-0.879937567
mol6270,3.05E+02,2.412861678,8.716289078,0.26134602,-1.992471641,0.935055027
mol6271,4.50E+02,5.041631812,8.477397243,0.194750009,-2.471746559,0.05560014
mol6272,2.14E+02,13.2911481,6.633594796,0.056593475,-1.58416815,2.47335147
mol6273,1.33E+02,12.25130922,6.910249177,0.987227378,-1.230417707,-2.170932474
mol6274,1.87E+03,1.034914169,4.76232947,0.114631822,-0.312822932,0.166715488
mol6275,5.70E+02,8.745359358,9.75036936,0.053544019,-2.401860076,-1.075008709
mol6276,4.69E+02,12.14531269,0.149372205,0.143391385,-0.616132571,1.930626446
mol6277,5.72E+02,13.27049842,6.117164886,0.540533909,-1.377390993,2.786072053
mol6278,7.60E+02,1.153983816,1.570053613,0.00155344,-2.383336317,0.602091999
mol6279,2.88E+02,13.6063321,8.559680526,0.272814592,-0.210680992,1.470775468
mol6280,3.49E+02,12.96324202,8.424302446,0.159913377,-2.268930102,0.737189789
mol6281,3.90E+02,2.435007104,0.110732963,0.944067758,-0.305355074,0.531313645
mol6282,4.54E+02,13.52569654,8.071683011,0.105727485,-0.694693886,1.301771432
mol6283,2.67E+02,13.32209158,8.730321401,0.049870617,-1.269204579,0.865566694
mol6284,4.44E+02,13.94593936,8.525215413,0.018999254,-1.357964981,2.901864423
mol6285,5.01E+02,4.957871339,6.413334841,0.035602327,-2.901979628,0.063864856
mol6286,7.10E+02,1.400978582,0.021623934,0.650008809,-0.173221622,0.792582176
mol6287,8.03E+02,9.861918823,9.904062432,0.001693637,-0.357044655,4.632679425
mol6288,4.98E+02,5.165633261,7.708271033,0.072701196,-2.318293164,4.505258491
mol6289,2.87E+02,11.84632475,1.716195543,0.151834602,-2.274568582,2.235844784
mol6290,4.58E+02,3.730272099,0.517014291,0.845374126,-2.535354451,0.336781323
mol6291,1.72E+02,12.13338685,7.051155465,0.632401764,0.849486926,2.176509438
mol6292,6.68E+02,11.66623975,1.140040321,0.008828742,-0.047405912,2.315576429
mol6293,7.36E+02,13.47868543,9.417310363,0.075856304,-0.136407468,4.429498671
mol6294,3.77E+02,0.706306626,0.174245239,0.023371293,0.807005788,1.860405044
mol6295,3.60E+02,13.8508178,8.191718021,0.857075313,-1.821229135,-0.153937252
mol6296,5.09E+02,1.546664692,10.00813122,0.323200522,-1.301258132,2.107984171
mol6297,3.34E+02,2.526978219,8.235058977,0.595200617,-2.292962553,0.11543386
mol6298,1.84E+03,9.968029834,2.720410041,0.13381667,2.618968466,1.101293261
mol6299,1.64E+03,0.334419574,8.837304656,0.146768493,-1.942882476,-1.883301751
mol6300,3.65E+02,0.139849047,1.50630559,0.969797711,-2.677780226,-2.504170327
mol6301,3.62E+02,6.939058873,5.146019941,0.31103238,-2.362730724,2.46681889
mol6302,4.48E+02,2.97934627,2.419031365,0.575593367,-1.936925057,-0.051096832
mol6303,2.99E+02,3.248161815,1.408938908,0.796160484,-0.744172534,-0.914668574
mol6304,2.13E+02,10.91103671,7.266866414,0.972723846,-2.53923993,-0.757951605
mol6305,3.20E+02,0.636582623,8.903791173,0.955216698,-0.306585624,-1.472299213
mol6306,2.62E+02,10.05421201,0.960552186,0.240624921,0.390472985,0.887472211
mol6307,6.88E+02,12.57270847,9.007290766,0.445608561,-0.22363129,-1.082774835
mol6308,3.02E+02,13.26749569,10.36554235,0.938045824,-1.477233324,2.602893255
mol6309,5.95E+02,8.08267414,1.858890283,0.635326123,-3.415705894,-0.426353527
mol6310,2.89E+02,13.76226228,2.423400793,0.138422063,-1.173377601,1.817751696
mol6311,1.73E+02,10.88652832,0.686319727,0.331302018,-0.909061691,0.071733958
mol6312,3.63E+02,13.26400132,7.215214828,0.959632266,-2.306650117,0.291188945
mol6313,1.95E+02,12.21182071,5.043124588,0.840349248,2.053838063,0.159014438
mol6314,3.53E+02,11.02724589,11.56026219,0.279828184,2.976497779,1.157842994
mol6315,3.15E+02,12.89066979,0.145989912,0.072516492,-0.58660056,4.944506128
mol6316,8.67E+02,7.244086442,2.185129765,0.027138594,-0.943417198,3.88928903
mol6317,3.13E+02,2.115197956,3.049653045,0.983054303,-0.846479684,-1.87606723
mol6318,3.70E+02,8.49850801,5.872327045,0.27159111,-1.918118637,3.625602123
mol6319,7.80E+02,13.33820343,9.03171942,0.40513907,-2.112695912,2.640513431
mol6320,3.82E+02,13.36183404,1.157376595,0.047206686,-1.40538311,-0.072696679
mol6321,4.25E+02,10.28835078,7.448405862,0.911605463,-2.446236784,0.525466309
mol6322,2.36E+02,13.68904443,4.021096689,0.035132989,-2.878186149,3.00409425
mol6323,9.10E+02,1.619392147,7.968958386,0.036819376,-2.423389143,1.768561
mol6324,5.41E+02,13.34559004,0.734843705,0.314528182,-1.511032318,3.263017874
mol6325,9.25E+02,11.09749182,0.052060621,0.539134106,2.779935126,1.626735074
mol6326,3.48E+02,0.093938778,0.690307617,0.923922532,-1.94989012,-2.375057301
mol6327,7.91E+02,10.83388606,8.834996125,0.236484802,-1.664343204,2.451335311
mol6328,2.55E+02,5.297008136,0.370359795,0.083726697,2.648090328,-0.549862552
mol6329,3.14E+02,13.39179878,0.184323026,0.006690789,0.403610193,8.999426696
mol6330,3.99E+02,7.983948398,8.404553795,0.070713659,-1.738136887,0.775984837
mol6331,2.53E+02,12.20650209,6.939297138,0.275350555,-1.613156286,-0.613070648
mol6332,4.50E+02,12.07071515,8.573916846,0.03280808,0.76638897,4.523730144
mol6333,4.38E+02,11.49182441,1.199423958,0.130178271,0.576970548,1.839744505
mol6334,3.24E+02,6.79930917,8.065785978,0.075300908,-1.454025921,1.086481603
mol6335,3.09E+02,8.51383433,8.004677606,0.225271559,-1.221494729,2.337337564
mol6336,3.37E+02,13.58465945,8.117806247,0.168238111,-1.051548013,4.432645577
mol6337,2.67E+02,7.641299864,5.373070936,0.677535437,-0.142314932,0.768580691
mol6338,2.67E+02,12.60793558,7.80268109,0.740926296,-0.742299972,1.33367155
mol6339,8.41E+02,8.50238977,1.269347281,0.025437256,2.313311914,2.400774716
mol6340,5.73E+02,12.23560985,1.888059159,0.098540843,0.558298037,2.068842623
mol6341,2.10E+02,6.44061048,1.920743553,0.534705699,-2.180033958,1.622828408
mol6342,2.90E+02,13.38274833,12.95332229,0.077633806,2.870064539,0.337081317
mol6343,4.10E+02,8.875789173,8.840519086,0.101882054,-0.208874951,1.564622432
mol6344,3.83E+02,13.87085606,4.813498756,0.23788725,-0.792924036,2.084144475
mol6345,3.32E+02,3.345091851,1.702993358,0.726717575,0.298143531,-0.019537668
mol6346,3.22E+02,1.243951844,3.691991929,0.907421321,-2.765125569,-0.841543622
mol6347,1.40E+02,13.48551484,1.397418417,0.040105933,0.470923692,4.848079979
mol6348,3.52E+02,11.51416488,3.768009787,0.215405175,-2.206682737,0.061743581
mol6349,2.91E+02,1.039858466,2.202257136,0.066273776,-1.731327561,-1.365151684
mol6350,1.55E+03,12.09421943,9.435525099,0.074983676,-1.39806532,4.749575156
mol6351,3.95E+02,10.04007669,0.318553542,0.46068652,0.138002098,-0.168917872
mol6352,1.62E+03,4.960091626,1.547357599,0.006674155,-2.229409712,1.627689072
mol6353,1.98E+02,12.85309933,7.887721215,0.181046897,-2.624788741,-0.312450378
mol6354,1.15E+02,5.772488483,1.444741937,0.741354096,-1.457996157,0.14693824
mol6355,3.18E+02,0.632934448,0.794638349,0.086360726,-1.388427967,-0.189953147
mol6356,1.53E+02,13.29978182,3.229369543,0.026793095,-2.169877407,0.147102585
mol6357,3.76E+02,13.69231933,3.041860947,0.197352099,-1.131092593,-0.37048706
mol6358,2.78E+02,13.23827482,9.961167826,0.138489593,-1.260834958,2.918824764
mol6359,2.80E+02,12.87416612,2.169443449,0.14618174,-0.52798349,3.24235792
mol6360,3.72E+02,9.871272492,8.986480238,0.578535754,-1.941351557,1.805589259
mol6361,3.87E+02,13.10931524,9.007558249,0.408588491,0.293066285,2.123592849
mol6362,1.85E+03,11.98196224,9.454787677,0.901604223,-0.304494808,-0.589814477
mol6363,2.59E+02,2.000354505,0.956075313,0.893014207,-2.307919515,0.071550837
mol6364,4.51E+02,2.82235572,0.664194258,0.320253185,0.621341899,-1.122638516
mol6365,5.29E+02,2.808824237,0.242514629,0.144117323,-1.276346254,1.576261396
mol6366,4.13E+02,12.14521576,8.832347117,0.209376588,-1.90793836,-0.078545055
mol6367,2.81E+02,13.73027153,0.730330382,0.005363814,0.501538089,4.615462249
mol6368,3.46E+02,4.6166087,5.252589761,0.332702211,-1.561532095,0.824518346
mol6369,3.57E+02,13.76687438,7.36814626,0.987079954,-3.176750717,-1.674427097
mol6370,3.70E+02,3.646387248,4.424362763,0.061517212,2.706979979,4.426088269
mol6371,5.10E+02,12.46107895,8.440817981,0.326270503,-2.773501039,-1.254301428
mol6372,4.68E+02,10.94759191,0.332557251,0.009568173,2.35121199,1.070141358
mol6373,3.90E+02,6.897334113,7.83947206,0.486522245,-1.10509016,0.108600113
mol6374,2.55E+02,12.95391113,5.706495754,0.300080892,-0.764734142,4.410659016
mol6375,4.80E+02,10.74158919,1.973639419,0.186252916,-0.159012167,3.692461174
mol6376,4.90E+02,13.17935583,2.407509901,0.10931735,-1.66367749,3.317368637
mol6377,1.40E+02,7.574905772,0.257950533,0.101631112,-2.205532416,-0.628568198
mol6378,2.63E+02,12.50094019,5.02757532,0.429928075,-1.706157726,2.69176344
mol6379,2.14E+02,12.7723048,10.52615541,0.128550901,-0.303946356,2.147244879
mol6380,5.24E+02,10.64660905,11.13353157,0.685689741,-1.949012508,0.116348005
mol6381,4.00E+02,13.57151517,7.832427202,0.387038596,-1.553357751,-0.416816102
mol6382,3.69E+02,4.983360731,0.559453438,0.005932443,-1.535524478,5.378687126
mol6383,5.43E+02,1.049697122,8.08157646,0.122491648,2.654284844,-0.897661109
mol6384,1.66E+03,5.702570588,0.264461962,0.276824613,-0.898631842,2.325308123
mol6385,4.18E+02,4.282539991,5.246876772,0.113144965,-2.029239545,-0.626426527
mol6386,9.35E+02,7.893140216,4.583488275,0.1249636,-0.829878317,2.262745008
mol6387,3.49E+02,12.65768301,10.26583963,0.44781073,-0.454777127,-1.991759077
mol6388,2.42E+02,9.961554903,2.071169637,0.104553317,-0.195632834,-0.777226034
mol6389,2.47E+02,11.94159365,8.24227787,0.999426,-0.373946812,-2.090639058
mol6390,2.82E+02,12.35767843,7.128647643,0.02390518,2.651260869,3.719322911
mol6391,3.64E+02,1.434772337,2.432361841,0.803802378,-3.913096503,-2.547758048
mol6392,2.45E+02,13.48071984,0.906474001,0.928994813,-1.757298283,2.546232933
mol6393,5.90E+02,10.14934142,2.271205331,0.049095302,-0.666359268,0.631817544
mol6394,4.88E+02,11.50408253,9.949733643,0.275764721,-1.969346058,0.908577361
mol6395,5.20E+02,9.510921101,2.247483513,0.018218486,-0.402780791,2.147188988
mol6396,4.62E+02,0.140776105,0.203003705,0.773052948,-0.602759967,-1.507320901
mol6397,3.94E+02,13.47050734,0.891608433,0.196680688,-0.88519213,2.98243296
mol6398,2.61E+02,12.99001736,8.99036035,0.069161371,0.194511742,0.658472122
mol6399,4.87E+02,12.08703206,12.20772002,0.823269149,-2.345350779,1.688388027
mol6400,1.47E+03,9.730278114,10.52524389,0.781100815,0.88004561,3.279523149
mol6401,1.78E+02,13.4738597,1.5312881,0.127131561,0.2629967,0.660917351
mol6402,4.32E+02,0.576501847,2.91590361,0.590834477,-2.222302008,0.747193122
mol6403,3.28E+02,11.2051134,9.104589609,0.892241554,-3.137320173,-1.339607888
mol6404,8.00E+02,9.176674156,6.365500706,0.007759694,0.086883737,4.939369154
mol6405,2.36E+02,12.07125139,11.13699273,0.951522507,-1.407612913,-0.810455465
mol6406,5.17E+02,3.482974567,1.240057903,0.129562089,-0.891552477,0.783956492
mol6407,3.90E+02,2.134011678,8.501808342,0.063845732,-2.589692958,-0.252960857
mol6408,3.82E+02,13.81649591,7.125185102,0.574842245,-2.384360814,1.741740846
mol6409,2.96E+02,4.078800935,4.784443281,0.788683477,-1.089490595,-1.700338058
mol6410,4.90E+02,3.415089163,9.182266517,0.136665296,0.425021377,2.271753794
mol6411,3.45E+02,4.504824466,2.286248488,0.272232912,-1.74490229,-0.0656917
mol6412,2.85E+02,13.01235843,6.85071698,0.03430394,2.50878823,2.932896178
mol6413,3.74E+02,9.551334007,3.955954816,0.324377465,-2.301910605,0.877033698
mol6414,4.40E+02,1.02517987,1.717038626,0.187574031,-1.752140272,0.485292789
mol6415,2.14E+02,8.023890372,9.692914702,0.890901221,-0.220240302,3.23227862
